reaction,gpr,GO_HKP,DLKcat,MTLKP,TurNup,UniKP,database,fill_method,database_clean,reaction_type,is_complex,base_reaction,is_reverse,Ensemble_Geometric_Mean,Ensemble_Arithmetic_Mean,Ensemble_Median,Ensemble_Weighted
GTHRDtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,GTHRDtex,True,,,,
GTHRDtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,GTHRDtex,True,,,,
GTHS,b2947,120.7983675600902,44.6556,6.184928,12.4002046585083,31.742121195274308,63606.77533333333,,63606.77533333333,Metabolic (Core),False,GTHS,False,18.158034793982345,23.745713463445654,22.071162926891304,18.158034793982345
GTPCI,b2153,111.56671905769797,,,,,370.39575,,370.39575,Metabolic (Core),False,GTPCI,False,,,,
GTPCII2,b1277,130.82655131153987,,,,,0.107,,0.107,Metabolic (Core),False,GTPCII2,False,,,,
GTPDPDP,b3779,127.8479926456924,0.545,11.898109,11.09658908843994,4.684829888306348,96.16718181818182,,96.16718181818182,Metabolic (Core),False,GTPDPDP,False,4.284887696277577,7.056131994186572,7.890709488373144,4.284887696277577
GTPDPK,b2784,122.42412220751704,,,,,,11.717058823529412,,Metabolic (Core),False,GTPDPK,False,,,,
GTPtex_num1,b0241,33.2825,,,,,,112645.641475366,,Transport,False,GTPtex,False,,,,
GTPtex_num2,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,GTPtex,False,,,,
GTPtex_num3,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,GTPtex,False,,,,
GTPtex_num4,b0929,94.8168,,,,,,112645.641475366,,Transport,False,GTPtex,False,,,,
GTPtex_reverse_num1,b0241,33.2825,,,,,,112645.641475366,,Transport,False,GTPtex,True,,,,
GTPtex_reverse_num2,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,GTPtex,True,,,,
GTPtex_reverse_num3,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,GTPtex,True,,,,
GTPtex_reverse_num4,b0929,94.8168,,,,,,112645.641475366,,Transport,False,GTPtex,True,,,,
GUAD,b2883,136.2454183611817,2.7571,0.599979,7.44207763671875,4.3269544586335424,2.8,,2.8,Metabolic (Core),False,GUAD,False,2.701570293589255,3.781527773838073,3.542027229316771,2.701570293589255
GUAPRT_num1,b0125,94.17970893894358,3.3984,1.2107283,6.037717342376709,6.47591517554057,,112.0,,Metabolic (Core),False,GUAPRT,False,3.561424807524312,4.28069020447932,4.718058671188355,3.561424807524312
GUAPRT_num2,b0238,92.71685493840006,,2.8448584,43.56171417236328,38.4344729658555,,112.0,,Metabolic (Core),False,GUAPRT,False,16.825275415441762,28.280348512739593,38.4344729658555,8.307524609873564
GUAt2pp,b3654,23.0,3.4012,1.2238584,35.36833572387695,6.060764487736015,,112645.641475366,,Metabolic (Core),False,GUAt2pp,False,5.465455265949786,11.513539652903242,4.730982243868008,5.465455265949786
GUAtex,b0411,179.45385264683853,,,,,,112645.641475366,,Transport,False,GUAtex,False,,,,
GUAtex_reverse,b0411,179.45385264683853,,,,,,112645.641475366,,Transport,False,GUAtex,True,,,,
GUAtpp_num1,b4464,23.0,,,,,,112645.641475366,,Transport,False,GUAtpp,False,,,,
GUAtpp_num2,b4064,23.0,,,,,,112645.641475366,,Transport,False,GUAtpp,False,,,,
GUAtpp_reverse_num1,b4464,23.0,,,,,,112645.641475366,,Transport,False,GUAtpp,True,,,,
GUAtpp_reverse_num2,b4064,23.0,,,,,,112645.641475366,,Transport,False,GUAtpp,True,,,,
GUI1,b3092,156.66356922976513,,,,,196.0,,196.0,Metabolic (Core),False,GUI1,False,,,,
GUI1_reverse,b3092,156.66356922976513,,,,,196.0,,196.0,Metabolic (Reverse),False,GUI1,True,,,,
GUI2,b3092,156.66356922976513,,,,,898883.55,,898883.55,Metabolic (Core),False,GUI2,False,,,,
GUI2_reverse,b3092,156.66356922976513,,,,,898883.55,,898883.55,Metabolic (Reverse),False,GUI2,True,,,,
H2O2tex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2O2tex,False,,,,
H2O2tex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,H2O2tex,False,,,,
H2O2tex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,H2O2tex,False,,,,
H2O2tex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2O2tex,False,,,,
H2O2tex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2O2tex,True,,,,
H2O2tex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,H2O2tex,True,,,,
H2O2tex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,H2O2tex,True,,,,
H2O2tex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2O2tex,True,,,,
H2Otex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2Otex,False,,,,
H2Otex_num2,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2Otex,False,,,,
H2Otex_num3,b1319,116.15819206211874,,,,,,112645.641475366,,Transport,False,H2Otex,False,,,,
H2Otex_num4,b3875,62.99967746920003,,,,,,112645.641475366,,Transport,False,H2Otex,False,,,,
H2Otex_num6,b0957,206.75125446366417,,,,,,112645.641475366,,Transport,False,H2Otex,False,,,,
H2Otex_num7,b0241,33.2825,,,,,,112645.641475366,,Transport,False,H2Otex,False,,,,
H2Otex_num8,b0929,94.8168,,,,,,,,Transport,False,H2Otex,False,,,,
H2Otex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2Otex,True,,,,
H2Otex_reverse_num2,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2Otex,True,,,,
H2Otex_reverse_num3,b1319,116.15819206211874,,,,,,112645.641475366,,Transport,False,H2Otex,True,,,,
H2Otex_reverse_num4,b3875,62.99967746920003,,,,,,112645.641475366,,Transport,False,H2Otex,True,,,,
H2Otex_reverse_num6,b0957,206.75125446366417,,,,,,112645.641475366,,Transport,False,H2Otex,True,,,,
H2Otex_reverse_num7,b0241,33.2825,,,,,,112645.641475366,,Transport,False,H2Otex,True,,,,
H2Otex_reverse_num8,b0929,94.8168,,,,,,,,Transport,False,H2Otex,True,,,,
H2Otpp_num2,b0875,23.0,,,,,,,,Transport,False,H2Otpp,False,,,,
H2Otpp_reverse_num2,b0875,23.0,,,,,,,,Transport,False,H2Otpp,True,,,,
H2Stex_num1,b0241,33.2825,,,,,,112645.641475366,,Transport,False,H2Stex,False,,,,
H2Stex_num2,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2Stex,False,,,,
H2Stex_num3,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2Stex,False,,,,
H2Stex_num4,b0929,94.8168,,,,,,112645.641475366,,Transport,False,H2Stex,False,,,,
H2Stex_reverse_num1,b0241,33.2825,,,,,,112645.641475366,,Transport,False,H2Stex,True,,,,
H2Stex_reverse_num2,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2Stex,True,,,,
H2Stex_reverse_num3,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2Stex,True,,,,
H2Stex_reverse_num4,b0929,94.8168,,,,,,112645.641475366,,Transport,False,H2Stex,True,,,,
H2tex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2tex,False,,,,
H2tex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,H2tex,False,,,,
H2tex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,H2tex,False,,,,
H2tex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2tex,False,,,,
H2tex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2tex,True,,,,
H2tex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,H2tex,True,,,,
H2tex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,H2tex,True,,,,
H2tex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,H2tex,True,,,,
HACD1_num1,b3846,120.42138255624845,5.1362,7.752379,37.307716369628906,2.5334831685657355,,382.0,,Metabolic (Core),False,HACD1,False,7.8324639233165705,13.182444634548661,6.4442895,7.8324639233165705
HACD1_num2,b2341,133.20262771610487,2.3523,4.1393375,34.24163055419922,8.735721749952106,,382.0,,Metabolic (Core),False,HACD1,False,7.346309040239899,12.36724745103783,6.437529624976053,7.346309040239899
HACD1_reverse_num1,b3846,120.42138255624845,99.7904,9.229721,33.3842658996582,6.046301810920078,,382.0,,Metabolic (Reverse),False,HACD1,True,20.76477584756577,37.112672177644576,21.3069934498291,20.76477584756577
HACD1_reverse_num2,b2341,133.20262771610487,,6.1889906,29.13551521301269,4.810772528691261,,382.0,,Metabolic (Reverse),False,HACD1,True,9.537161037811085,13.378426113901318,6.1889906,5.427056424525324
HACD2_num1,b3846,120.42138255624845,8.2308,12.391752,36.21347427368164,2.6727577653253696,1544.9815,,1544.9815,Metabolic (Core),False,HACD2,False,9.967841845205962,14.877196009751753,10.311276,9.967841845205962
HACD2_num2,b2341,133.20262771610487,1.716,7.888451,32.2624626159668,8.735721749952106,1544.9815,,1544.9815,Metabolic (Core),False,HACD2,False,7.859163623093956,12.650658841479725,8.312086374976053,7.859163623093956
HACD2_reverse_num1,b3846,120.42138255624845,3.4228,10.152053,29.636564254760746,7.759480633406317,1544.9815,,1544.9815,Metabolic (Reverse),False,HACD2,True,9.454726644095471,12.742724472041767,8.955766816703159,9.454726644095471
HACD2_reverse_num2,b2341,133.20262771610487,,7.4045267,24.36979103088379,4.132205446681373,1544.9815,,1544.9815,Metabolic (Reverse),False,HACD2,True,9.067975501683883,11.968841059188387,7.4045267,5.225558976431822
HACD3_num1,b3846,120.42138255624845,8.905,8.906341,34.12032699584961,1.8744879469845963,1163.361125,,1163.361125,Metabolic (Core),False,HACD3,False,8.439316410329521,13.45153898570855,8.9056705,8.439316410329521
HACD3_num2,b2341,133.20262771610487,,5.171332,30.397687911987305,2.30758992115931,1163.361125,,1163.361125,Metabolic (Core),False,HACD3,False,7.131822656176544,12.625536611048872,5.171332,4.364157357109484
HACD3_reverse_num1,b3846,120.42138255624845,0.754,8.367027,27.10456275939941,6.154294957250831,1163.361125,,1163.361125,Metabolic (Reverse),False,HACD3,True,5.695617388584536,10.594971179162561,7.260660978625415,5.695617388584536
HACD3_reverse_num2,b2341,133.20262771610487,,5.972689,32.819854736328125,2.0469354936451434,1163.361125,,1163.361125,Metabolic (Reverse),False,HACD3,True,7.375705553809636,13.613159743324424,5.972689,4.475614561481922
HACD4_num1,b3846,120.42138255624845,24.9526,7.1915164,34.12032699584961,2.974249578668444,2296.72225,,2296.72225,Metabolic (Core),False,HACD4,False,11.616671765086283,17.309673243629515,16.0720582,11.616671765086283
HACD4_num2,b2341,133.20262771610487,3.6878,4.2129574,31.316198348999023,4.3269544586335424,2296.72225,,2296.72225,Metabolic (Core),False,HACD4,False,6.773707618739422,10.885977551908143,4.269955929316771,6.773707618739422
HACD4_reverse_num1,b3846,120.42138255624845,42.1838,5.218399,31.454648971557617,3.709008719383553,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD4,True,12.659204618463407,20.64146417273529,18.336523985778808,12.659204618463407
HACD4_reverse_num2,b2341,133.20262771610487,,3.9622028,25.86477851867676,4.810772528691261,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD4,True,7.899872746136363,11.545917949122675,4.810772528691261,4.712106219549502
HACD5_num1,b3846,120.42138255624845,0.5577,5.3152924,35.15132522583008,2.1115375790563813,2296.72225,,2296.72225,Metabolic (Core),False,HACD5,False,3.851386295464718,10.783963801221615,3.7134149895281903,3.851386295464718
HACD5_num2,b2341,133.20262771610487,0.2538,2.862277,17.266300201416016,4.3269544586335424,2296.72225,,2296.72225,Metabolic (Core),False,HACD5,False,2.714227351353588,6.177332915012389,3.5946157293167715,2.714227351353588
HACD5_reverse_num1,b3846,120.42138255624845,1.7516,7.7727127,32.40509796142578,6.046301810920078,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD5,True,7.186669584221694,11.993928118086464,6.9095072554600385,7.186669584221694
HACD5_reverse_num2,b2341,133.20262771610487,,3.4468417,27.451478958129883,3.520606330975931,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD5,True,6.932153706286713,11.472975663035271,3.520606330975931,4.272195692532088
HACD6_num1,b3846,120.42138255624845,0.0003,4.9309716,34.12032699584961,2.316716327647813,2296.72225,,2296.72225,Metabolic (Core),False,HACD6,False,0.584769819247029,10.342078730874356,3.623843963823907,0.584769819247029
HACD6_num2,b2341,133.20262771610487,92.6543,3.2430248,30.397687911987305,2.6727577653253696,2296.72225,,2296.72225,Metabolic (Core),False,HACD6,False,12.499826940110614,32.24194261932817,16.820356355993653,12.499826940110614
HACD6_reverse_num1,b3846,120.42138255624845,1.1825,4.9041224,32.40509796142578,4.225192656758105,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD6,True,5.308301432568032,10.679228254545972,4.564657528379053,5.308301432568032
HACD6_reverse_num2,b2341,133.20262771610487,,2.2149014,27.451478958129883,4.810772528691261,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD6,True,6.638118318531025,11.492384295607048,4.810772528691261,4.135554436039404
HACD7_num1,b2341,133.20262771610487,1.5712,1.5050311,31.316198348999023,2.641959074618462,2296.72225,,2296.72225,Metabolic (Core),False,HACD7,False,3.7399691206724115,9.258597130904372,2.106579537309231,3.7399691206724115
HACD7_num2,b3846,120.42138255624845,3.2977,3.3183417,34.12032699584961,4.3269544586335424,2296.72225,,2296.72225,Metabolic (Core),False,HACD7,False,6.339893163515437,11.265830788620788,3.822648079316771,6.339893163515437
HACD7_reverse_num1,b2341,133.20262771610487,0.0007,1.8680228,27.451478958129883,4.810772528691261,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD7,True,0.6446369504397674,8.532743571705286,3.3393976643456305,0.6446369504397674
HACD7_reverse_num2,b3846,120.42138255624845,,3.8757296,32.40509796142578,4.132205446681373,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD7,True,8.036178438433371,13.471011002702385,4.132205446681373,4.772953228015212
HACD8_num1,b3846,120.42138255624845,0.4567,3.9653177,34.12032699584961,1.3800644610349209,2296.72225,,2296.72225,Metabolic (Core),False,HACD8,False,3.038822891254315,9.980602289221132,2.6726910805174606,3.038822891254315
HACD8_num2,b2341,133.20262771610487,,2.0506191,31.316198348999023,3.9123352524916633,2296.72225,,2296.72225,Metabolic (Core),False,HACD8,False,6.310009775680625,12.426384233830229,3.9123352524916633,3.981278183379569
HACD8_reverse_num1,b3846,120.42138255624845,9.6656,4.9317956,32.40509796142578,5.265135685472943,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD8,True,9.496513684264045,13.06690731172468,7.465367842736471,9.496513684264045
HACD8_reverse_num2,b2341,133.20262771610487,,3.4403045,27.451478958129883,,2296.72225,,2296.72225,Metabolic (Reverse),False,HACD8,True,9.718098918580196,15.445891729064941,15.445891729064941,3.1173865526399185
HADPCOADH3,b1395,160.70234805267864,20.3751,2.8459074,30.42586135864257,2.5529798932455594,382.0,,382.0,Metabolic (Core),False,HADPCOADH3,False,8.19224057798643,14.049962162972031,11.6105037,8.19224057798643
HADPCOADH3_reverse,b1395,160.70234805267864,1.4882,2.14505,42.75093078613281,11.311990667194513,382.0,,382.0,Metabolic (Reverse),False,HADPCOADH3,True,6.268243128175552,14.424042863331831,6.728520333597256,6.268243128175552
HBZOPT,b4040,98.1285542465749,1.8957,0.6022389,2.127713680267334,3.810021688122154,,,,Metabolic (Core),False,HBZOPT,False,1.7441938948329783,2.108918567097372,2.011706840133667,1.7441938948329783
HCINNMt2rpp,b0353,28.14125,5.8575,6.6973987,24.19306945800781,2.83415341835266,,112645.641475366,,Metabolic (Core),False,HCINNMt2rpp,False,7.201669631314999,9.895530394090118,6.2774493499999995,7.201669631314999
HCINNMt2rpp_reverse,b0353,28.14125,2.9131,6.6973987,24.19306945800781,0.0417082342498217,,112645.641475366,,Metabolic (Reverse),False,HCINNMt2rpp,True,2.106413263622147,8.461319098064408,4.80524935,2.106413263622147
HCINNMtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HCINNMtex,False,,,,
HCINNMtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,HCINNMtex,False,,,,
HCINNMtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HCINNMtex,False,,,,
HCINNMtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HCINNMtex,False,,,,
HCINNMtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HCINNMtex,True,,,,
HCINNMtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,HCINNMtex,True,,,,
HCINNMtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HCINNMtex,True,,,,
HCINNMtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HCINNMtex,True,,,,
HCO3E_num1,b0126,207.78250892732828,,,,,,3534475.0,,Metabolic (Core),False,HCO3E,False,,,,
HCO3E_num2,b0339,237.538568721655,,,,,,3534475.0,,Metabolic (Core),False,HCO3E,False,,,,
HCO3E_reverse_num1,b0126,207.78250892732828,1.6135,7338.987,15.207134246826172,11.424475857554716,,3534475.0,,Metabolic (Reverse),False,HCO3E,True,37.87234423548867,1841.8080275260954,13.315805052190445,37.87234423548867
HCO3E_reverse_num2,b0339,237.538568721655,,652.8338,23.04865074157715,5.171331930782302,,3534475.0,,Metabolic (Reverse),False,HCO3E,True,42.69236211324873,227.01792755745316,23.04865074157715,16.701775368388915
HCYSMT,b0261,122.42412220751704,8.7636,0.28746533,1.4168113470077517,4.765863679138536,0.38,,0.38,Metabolic (Core),False,HCYSMT,False,2.03086201019855,3.808435089036572,3.0913375130731438,2.03086201019855
HCYSMT2,b0261,122.42412220751704,1.2381,0.1591725,1.2946319580078125,4.810772528691261,0.38,,0.38,Metabolic (Core),False,HCYSMT2,False,1.0525584610271315,1.8756692466747682,1.2663659790039064,1.0525584610271315
HDCAtexi,b2344,206.75125446366417,,,,,,112645.641475366,,Transport,False,HDCAtexi,False,,,,
HDCEAtexi,b2344,206.75125446366417,,,,,,112645.641475366,,Transport,False,HDCEAtexi,False,,,,
HEMEOS,b0428,160.70234805267864,0.5907,0.7504094,,2.6014665750227497,,,,Metabolic (Core),False,HEMEOS,False,1.0486434026143092,1.31419199167425,0.7504094,1.0362650993251188
HEPK1,b3630,136.70881435012527,16.841,0.07250937,4.7975263595581055,11.464474328261756,,112645.641475366,,Metabolic (Core),False,HEPK1,False,2.862749719869442,8.293877514454966,8.131000343909932,2.862749719869442
HEPK2,b3625,121.175352563932,16.8416,,2.152080535888672,3.5278048339909347,,112645.641475366,,Metabolic (Core),False,HEPK2,False,5.037891457755272,7.507161789959869,3.5278048339909347,3.3626882373930087
HEPT1,b3621,97.76404181117316,7.9647,0.18493369,2.153179168701172,1.348839596703393,,,,Metabolic (Core),False,HEPT1,False,1.4381576091180595,2.912913113851141,1.7510093827022826,1.4381576091180595
HEPT2,b3620,115.69288473855742,16.796,0.17685097,5.942718505859375,3.2366721193974084,,112645.641475366,,Metabolic (Core),False,HEPT2,False,2.7493136894660353,6.538060398814196,4.5896953126283915,2.7493136894660353
HEPT3,b3632,97.61360481285834,16.6188,0.91552967,4.0126142501831055,4.0723701505263925,,112645.641475366,,Metabolic (Core),False,HEPT3,False,3.970879290706745,6.404828517677375,4.042492200354749,3.970879290706745
HEPT4,b3623,67.225,3.5777,0.28027734,2.935235023498535,1.607791776275416,,,,Metabolic (Core),False,HEPT4,False,1.4749121320276137,2.1002510349434877,2.2715133998869756,1.4749121320276137
HETZK,b2104,151.18324760891227,4.2211,2.0227985,3.629236221313477,1.6542749457984318,5356.7353125,,5356.7353125,Metabolic (Core),False,HETZK,False,2.675779352564747,2.8818524167779773,2.8260173606567385,2.675779352564747
HEX1,b2388,154.8978386945808,9.6729,52.614502,12.520874977111816,4.693689902714916,410.0,,410.0,Metabolic (Core),False,HEX1,False,13.15081925115733,19.875491719956685,11.096887488555907,13.15081925115733
HEX7,b0394,129.20025527297207,0.2018,21.102129,14.009480476379396,19.340076933523704,14.0,,14.0,Metabolic (Core),False,HEX7,False,5.828166037358319,13.663371602475776,16.67477870495155,5.828166037358319
HEXt2rpp,b2223,23.0,0.0152,3.7475173,25.15697860717773,3.0876692428883983,,112645.641475366,,Metabolic (Core),False,HEXt2rpp,False,1.4503376514939015,8.001841287516532,3.417593271444199,1.4503376514939015
HEXt2rpp_reverse,b2223,23.0,9.5138,3.7475173,25.15697860717773,5.277687913692756,,112645.641475366,,Metabolic (Reverse),False,HEXt2rpp,True,8.294686233267864,10.923995955217622,7.395743956846378,8.294686233267864
HG2abcpp,b3469,75.41,,,,,,112645.641475366,,Metabolic (Core),False,HG2abcpp,False,,,,
HG2t3pp,b3915,75.41,,,,,,112645.641475366,,Metabolic (Core),False,HG2t3pp,False,,,,
HG2tex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HG2tex,False,,,,
HG2tex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,HG2tex,False,,,,
HG2tex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HG2tex,False,,,,
HG2tex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HG2tex,False,,,,
HG2tex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HG2tex,True,,,,
HG2tex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,HG2tex,True,,,,
HG2tex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HG2tex,True,,,,
HG2tex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HG2tex,True,,,,
HISTD,b2020,160.70234805267864,2.9925,6.6102967,10.16239070892334,4.869782303147899,21541.055000000004,,21541.055000000004,Metabolic (Core),False,HISTD,False,5.5935836452259045,6.15874242801781,5.74003950157395,5.5935836452259045
HISTP,b2022,151.18324760891227,7.7255,9.889331,21.82704734802246,2.4910027961204,1140.0,,1140.0,Metabolic (Core),False,HISTP,False,8.02815370695988,10.483220286035715,8.807415500000001,8.02815370695988
HISabcpp,b2308 and b2307 and b2306 and b2309,70.22331772965363,310.8612,3.2845616,20.9307918548584,27.531334806221064,,,,Metabolic (Core),True,HISabcpp,False,27.695819126490907,90.65197206526987,24.231063330539733,27.695819126490907
HISt2rpp,b0112,23.0,0.1334,10.245887,43.46313095092773,59.507895368453305,,112645.641475366,,Metabolic (Core),False,HISt2rpp,False,7.71081436229429,28.337578329845257,26.854508975463865,7.71081436229429
HISt2rpp_reverse,b0112,23.0,118.1923,10.245887,43.46313095092773,0.1364779241259755,,112645.641475366,,Metabolic (Reverse),False,HISt2rpp,True,9.206202863623403,43.00944896876343,26.854508975463865,9.206202863623403
HIStex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HIStex,False,,,,
HIStex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,HIStex,False,,,,
HIStex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HIStex,False,,,,
HIStex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HIStex,False,,,,
HIStex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HIStex,True,,,,
HIStex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,HIStex,True,,,,
HIStex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HIStex,True,,,,
HIStex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HIStex,True,,,,
HKNDDH,b0349,121.20698236312832,4.0045,11.858485,26.177021026611328,7.384072864824513,4.018,,4.018,Metabolic (Core),False,HKNDDH,False,9.788100627333822,12.35601972285896,9.621278932412256,9.788100627333822
HKNTDH,b0349,121.20698236312832,13.7227,9.313933,24.663986206054688,6.97192302574174,4.018,,4.018,Metabolic (Core),False,HKNTDH,False,12.175789542537768,13.668135557949107,11.518316500000001,12.175789542537768
HMBS,b3805,152.59164458856753,13.2492,8.490509,10.741059303283691,10.397610637812583,,0.25,,Metabolic (Core),False,HMBS,False,10.58707553960734,10.719594735274068,10.569334970548137,10.58707553960734
HMPK1_num1,b2103,128.2406734749161,27.0167,0.9913944,0.9080373048782348,2.97733537733062,0.3575,,0.3575,Metabolic (Core),False,HMPK1,False,2.917108297866287,7.973366770552214,1.98436488866531,2.917108297866287
HMPK1_num2,b2418,136.71153247522938,2.7339,0.14549273,2.0735483169555664,8.645785370246568,0.3575,,0.3575,Metabolic (Core),False,HMPK1,False,1.6341263459725452,3.3996816043005333,2.4037241584777833,1.6341263459725452
HOMt2pp_num1,b0813,33.2825,3.8526,4.197102,34.2525634765625,6.47591517554057,,112645.641475366,,Metabolic (Core),False,HOMt2pp,False,7.738814181896474,12.194545163025767,5.336508587770285,7.738814181896474
HOMt2pp_num2,b3824,23.0,,3.102055,13.308917999267578,8.999702292651358,,112645.641475366,,Metabolic (Core),False,HOMt2pp,False,7.189082410541907,8.470225097306312,8.999702292651358,4.39041017875585
HOMtex_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HOMtex,False,,,,
HOMtex_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,HOMtex,False,,,,
HOMtex_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HOMtex,False,,,,
HOMtex_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HOMtex,False,,,,
HOMtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HOMtex,True,,,,
HOMtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366,,Transport,False,HOMtex,True,,,,
HOMtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HOMtex,True,,,,
HOMtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HOMtex,True,,,,
HOPNTAL,b0352,121.20698236312832,,,,,0.927,,0.927,Metabolic (Core),False,HOPNTAL,False,,,,
HPACOAT,b1396,160.70234805267864,4.5124,,22.95058250427246,8.056529141938169,,112645.641475366,,Metabolic (Core),False,HPACOAT,False,9.414192950275686,11.839837215403543,8.056529141938169,5.374490770486169
HPPK2,b0142,125.92515286381274,0.5046,1.5625232,0.9231266975402832,9.525367628761076,999.0,,999.0,Metabolic (Core),False,HPPK2,False,1.6226662170199857,3.1289043815753397,1.2428249487701417,1.6226662170199857
HPPPNDO,b0348,121.23861216232469,129.3837,3.2613995,13.199729919433594,9.432264314216438,39.5,,39.5,Metabolic (Core),False,HPPPNDO,False,15.139660748751915,38.81927343341251,11.315997116825017,15.139660748751915
HPPPNt2rpp,b0353,28.14125,1.9929,7.091316,24.19306945800781,2.458310668233155,,112645.641475366,,Metabolic (Core),False,HPPPNt2rpp,False,5.384371551588648,8.933899031560241,4.774813334116578,5.384371551588648
HPPPNt2rpp_reverse,b0353,28.14125,3.4109,7.091316,24.19306945800781,28.88367235458073,,112645.641475366,,Metabolic (Reverse),False,HPPPNt2rpp,True,11.402098854798872,15.894739453147135,15.642192729003904,11.402098854798872
HPPPNtex_num1,b2215,96.2904209055866,,,,,,112645.641475366,,Transport,False,HPPPNtex,False,,,,
HPPPNtex_num2,b0929,94.8168,,,,,,112645.641475366,,Transport,False,HPPPNtex,False,,,,
HPPPNtex_num3,b1377,96.2904209055866,,,,,,112645.641475366,,Transport,False,HPPPNtex,False,,,,
